,Unnamed: 0,브랜드,매장이름,매장주소,구 이름,lat,lng
1054,1054,이디야,종로구청점,서울 종로구 수송동,종로구,37.5949159,126.977339
1055,1055,이디야,종로삼일대로점,서울 종로구 삼일대로 390-1 (관철동),종로구,37.57289,126.9872414
1056,1056,이디야,종로타워점,"서울 종로구 종로 51 (종로2가, 종로타워)",종로구,37.57079,126.98356
1057,1057,이디야,창덕궁점,서울 종로구 돈화문로 41-1 (묘동),종로구,37.5760948,126.9902983
1058,1058,이디야,창신중앙점 ,서울 종로구 지봉로 64 (숭인동),종로구,37.5756904,127.0158154
1059,1059,이디야,탑골공원점,서울 종로구 낙원동 ,종로구,37.5705979,126.9906892
1060,1060,이디야,혜화동로터리점,서울 종로구 혜화로 3-1 (혜화동),종로구,37.5860305,127.0005638
1061,1061,이디야,강동고덕교차로점,"서울 강동구 고덕로 421 (강일동, 대한연세요양원)",강동구,37.5573333,127.1724302
1062,1062,이디야,강동구청점,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",강동구,37.5504483,127.1470117
1063,1063,이디야,강동성내점,서울 강동구 풍성로 162 (성내동),강동구,37.5250705,127.1341777
1064,1064,이디야,강동신명초교점,"서울 강동구 명일로 260 (길동, 길동신동아아파트)",강동구,37.5411617,127.1474294
1065,1065,이디야,강동역점,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",강동구,37.5504483,127.1470117
1066,1066,이디야,강일점,"서울 강동구 아리수로93길 19 (강일동, 임페리얼타워)",강동구,Nan,Nan
1067,1067,이디야,고덕강일2지구점,서울 강동구 아리수로93나길 76 (강일동),강동구,37.5725346,127.1758293
1068,1068,이디야,고덕그라시움후문점,서울 강동구 동남로82길 121 (고덕동),강동구,37.55777399999999,127.1639117
1069,1069,이디야,고덕점,"서울 강동구 동남로75길 19 (명일동, 명일빌딩)",강동구,Nan,Nan
1070,1070,이디야,길동사거리점,서울 강동구 천호대로 1132 (성내동),강동구,37.5339306,127.1385659
1071,1071,이디야,길동역점,서울 강동구 양재대로 1471 (길동),강동구,37.5396157,127.1459293
1072,1072,이디야,길동중앙점,서울 강동구 명일로 200 (길동),강동구,37.5376246,127.1402323
1073,1073,이디야,둔촌점,서울 강동구 양재대로 1377 (성내동),강동구,37.5282539,127.1447139
1074,1074,이디야,명일역점,"서울 강동구 구천면로 424 (명일동, 명일메가타운)",강동구,37.55131,127.144014
1075,1075,이디야,명일중앙점,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",강동구,37.552608,127.1424902
1076,1076,이디야,보훈병원점,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",강동구,Nan,Nan
1077,1077,이디야,상일리엔파크점,"서울 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",강동구,35.2665934,128.2337839
1078,1078,이디야,암사중앙점,"서울 강동구 암사길 50 (암사동, 제이빌더스)",강동구,37.5578058,127.1310675
1079,1079,이디야,올림픽북문점,서울 강동구 성안로 7 (성내동),강동구,Nan,Nan
1080,1080,이디야,천호로데오점,서울 강동구 천호대로 1027 (천호동),강동구,37.5443765,127.1276202
1081,1081,이디야,천호역점,서울 강동구 천호대로 1006 (성내동),강동구,37.5443765,127.1276202
1082,1082,이디야,천호중앙점,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",강동구,37.5443765,127.1276202
1083,1083,이디야,천호초교사거리점,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",강동구,37.5467973,127.1346829
1084,1084,이디야,개봉역점,서울 구로구 남부순환로97길 11 (개봉동),구로구,Nan,Nan
1085,1085,이디야,개봉중앙점,서울 구로구 개봉로3길 26 (개봉동),구로구,Nan,Nan
1086,1086,이디야,개봉현대점,서울 구로구 개봉로 69 (개봉동),구로구,37.494698,126.858504
1087,1087,이디야,고척사거리점,"서울 구로구 고척로 228-6 (고척동, 종만빌딩)",구로구,37.5062959,126.8581456
1088,1088,이디야,고척스카이돔점,"서울 구로구 경인로 397 (고척동, 골든타워빌딩)",구로구,37.498182,126.8670082
1089,1089,이디야,구로NC점,서울 구로구 구로동로 240 (구로동),구로구,37.4999337,126.8828521
1090,1090,이디야,구로거리공원점,서울 구로구 구로중앙로28길 73 (구로동),구로구,37.4944134,126.8563336
1091,1091,이디야,구로고척점,"서울 구로구 고척로 149 (고척동, 상암빌딩)",구로구,37.4944134,126.8563336
1092,1092,이디야,구로구청점,"서울 구로구 가마산로25길 9 (구로동, 네오팰리스)",구로구,37.4939032,126.8876471
1093,1093,이디야,구로궁동점,서울 구로구 오리로 1304 (궁동) 1층,구로구,37.5004389,126.8285296
1094,1094,이디야,구로미성점,"서울 구로구 구로중앙로 228 (신도림동, 기임빌딩)",구로구,37.5061515,126.8766478
1095,1095,이디야,구로에이스점,서울 구로구 디지털로33길 11 (구로동),구로구,37.4944134,126.8563336
1096,1096,이디야,구로역광장점,"서울 구로구 경인로 572 (구로동, 스타팰리스)",구로구,37.5029356,126.8807663
1097,1097,이디야,구로이마트점,서울 구로구 디지털로32길 43 (구로동),구로구,37.484317,126.897924
1098,1098,이디야,구로중앙점,서울 구로구 도림로 79 (구로동),구로구,37.4944134,126.8563336
1099,1099,이디야,구로코레일점,"서울 구로구 구로중앙로 174 (구로동, 구로역)",구로구,37.5031784,126.8820367
1100,1100,이디야,구일역점,"서울 구로구 구일로 110 (구로동, 해원리버파크)",구로구,37.496261,126.86959
1101,1101,이디야,남구로역점,서울 구로구 디지털로27길 127 (가리봉동),구로구,37.486087,126.887272
1102,1102,이디야,메르디앙고척점,"서울 구로구 중앙로8길 11 (고척동, 고척 월드메르디앙)",구로구,37.5047005,127.0275166
1103,1103,이디야,성공회대점,서울 구로구 연동로 312 (항동),구로구,37.4876806,126.8243201
1104,1104,이디야,신도림메르디앙점,"서울 구로구 신도림로 65 (신도림동, 신도림월드메르디앙오피스텔)",구로구,37.509516,126.8820471
1105,1105,이디야,신도림테크노마트점,서울 구로구 새말로 97 (구로동),구로구,Nan,Nan
1106,1106,이디야,오류남부점,서울 구로구 오류로8길 65 (오류동),구로구,37.4926091,126.8437777
1107,1107,이디야,오류북부역점,서울 구로구 경인로20길 6 (오류동),구로구,Nan,Nan
1108,1108,이디야,경희대점,서울 동대문구 경희대로 4 (회기동),동대문구,Nan,Nan
1109,1109,이디야,경희대캠퍼스점,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",동대문구,37.2429616,127.0800525
1110,1110,이디야,답십리사거리점,서울 동대문구 답십리로 145 (답십리동),동대문구,37.57286879999999,127.057406
1111,1111,이디야,답십리파크자이점,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",동대문구,37.5669827,127.0618884
1112,1112,이디야,동대문구청점,서울 동대문구 천호대로 153-1 (용두동),동대문구,37.5819561,127.054846
1113,1113,이디야,동부병원사거리점,서울 동대문구 무학로 104 (용두동),동대문구,37.5735046,127.0309651
1114,1114,이디야,배봉초교사거리점,서울 동대문구 답십리로63길 131 (장안동),동대문구,37.5814261,127.0706893
1115,1115,이디야,서울시립대점,"서울 동대문구 서울시립대로 164 (전농동, 도석프라자)",동대문구,37.5838657,127.0587771
1116,1116,이디야,신설동역점,서울 동대문구 천호대로 11-3 (신설동),동대문구,37.5760345,127.0228815
1117,1117,이디야,외대점,서울 동대문구 휘경로 12 (이문동),동대문구,Nan,Nan
1118,1118,이디야,용두동사거리점,서울 동대문구 왕산로 68 (용두동),동대문구,37.577701,127.0304641
1119,1119,이디야,용두동점,서울 동대문구 고산자로 413-1 (용두동),동대문구,37.5757257,127.034286
1120,1120,이디야,이문점 ,서울 동대문구 신이문로 19 (이문동),동대문구,Nan,Nan
1121,1121,이디야,장안동사거리점,서울 동대문구 답십리로 309 (장안동),동대문구,37.572295,127.0748317
1122,1122,이디야,장안동점,서울 동대문구 장한로 43 (장안동),동대문구,37.570207,127.0700249
1123,1123,이디야,장안중랑천점,서울 동대문구 장한로18길 32 (장안동),동대문구,34.2658138,108.9540936
1124,1124,이디야,장안중앙점,서울 동대문구 사가정로25길 42 (장안동),동대문구,37.5661527,127.0680753
1125,1125,이디야,장한평군자초교점,서울 동대문구 한천로2길 53 (장안동),동대문구,37.5644532,127.061517
1126,1126,이디야,전농뉴타운점,서울 동대문구 답십리로 77 (전농동),동대문구,36.6215481,127.5078891
1127,1127,이디야,전농사거리점,서울 동대문구 사가정로 132 (전농동),동대문구,Nan,Nan
1128,1128,이디야,청량리점,서울 동대문구 왕산로 225 (청량리동),동대문구,37.580676,127.0476654
1129,1129,이디야,촬영소사거리점,서울 동대문구 답십리로 264 (장안동),동대문구,37.5727301,127.0662663
1130,1130,이디야,회기역점,"서울 동대문구 망우로 67 (휘경동, 효자 워너빌)",동대문구,37.58975600000001,127.057977
1131,1131,이디야,논골사거리점,서울 성동구 난계로 35 (금호동1가),성동구,37.5556203,127.0247986
1132,1132,이디야,답십리로데오점,서울 성동구 용답19길 17-1 (용답동),성동구,37.5696452,127.0552808
1133,1133,이디야,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가),성동구,37.547206,127.047405
1134,1134,이디야,마장동점,서울 성동구 고산자로 339-2 (마장동),성동구,37.5669747,127.040228
1135,1135,이디야,마장역점,서울 성동구 마장로 293-1 (마장동),성동구,Nan,Nan
1136,1136,이디야,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),성동구,37.5645,127.028872
1137,1137,이디야,성동구청점,서울 성동구 고산자로 269 (도선동),성동구,37.5650083,127.0367972
1138,1138,이디야,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),성동구,37.3370808,127.9639915
1139,1139,이디야,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),성동구,37.5447256,127.0621362
1140,1140,이디야,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",성동구,Nan,Nan
1141,1141,이디야,신금호역점,서울 성동구 금호산길 64 (금호동2가),성동구,Nan,Nan
1142,1142,이디야,옥수동점,서울 성동구 매봉길 12 (옥수동),성동구,37.5438285,127.013956
1143,1143,이디야,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),성동구,37.5619717,127.0383953
1144,1144,이디야,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),성동구,37.5663196,127.0236616
1145,1145,이디야,왕십리역점,서울 성동구 왕십리로 309 (행당동),성동구,Nan,Nan
1146,1146,이디야,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",성동구,37.5515276,127.0330901
1147,1147,이디야,장한평역점,서울 성동구 천호대로 426 (용답동),성동구,37.562563,127.0631102
1148,1148,이디야,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",성동구,Nan,Nan
1149,1149,이디야,IBK고객센터점,"서울 용산구 한남대로 72 (한남동, IBK기업은행고객센터)",용산구,Nan,Nan
1150,1150,이디야,동부이촌동점,서울 용산구 이촌로77길 19 (이촌동),용산구,37.5174531,126.9665337
1151,1151,이디야,동자동점,서울 용산구 후암로 93 (동자동),용산구,37.5520713,126.9724315
1152,1152,이디야,삼각지점,서울 용산구 한강대로 138 (한강로2가),용산구,Nan,Nan
1153,1153,이디야,숙대입구역점,서울 용산구 한강대로 289 (갈월동),용산구,Nan,Nan
1154,1154,이디야,순천향병원점,서울 용산구 대사관로 72 ,용산구,Nan,Nan
1155,1155,이디야,용문점,서울 용산구 원효로41길 73 (원효로2가),용산구,Nan,Nan
1156,1156,이디야,용산원효점,"서울 용산구 원효로 70 (원효로4가, 신정빌딩)",용산구,37.5313805,126.9798839
1157,1157,이디야,용산중앙점,서울 용산구 한강대로 52-1 (한강로3가),용산구,36.9615597,127.942901
1158,1158,이디야,용산청파점,"서울 용산구 청파로71길 10 (청파동1가, 새마을금고)",용산구,37.5313805,126.9798839
1159,1159,이디야,용산효창점,서울 용산구 효창원로66길 2 (효창동),용산구,37.53910279999999,126.9648104
1160,1160,이디야,용산후암점,"서울 용산구 후암로 40-2 (후암동, 성원빌딩)",용산구,37.5498982,126.9806255
1161,1161,이디야,원효로점,서울 용산구 원효로 257 (원효로1가),용산구,37.5358858,126.9582998
1162,1162,이디야,금란망우점,서울 중랑구 망우로 460 (망우동),중랑구,37.59958719999999,127.106326
1163,1163,이디야,동원사거리점,"서울 중랑구 겸재로 240 (면목동, 행복오피스텔)",중랑구,37.589608,127.0941645
1164,1164,이디야,망우동점,서울 중랑구 망우로 416 (망우동),중랑구,37.598983,127.0975
1165,1165,이디야,망우중앙점,"서울 중랑구 용마산로115길 109 (망우동, 한일써너스빌리젠시2단지)",중랑구,37.59958719999999,127.106326
1166,1166,이디야,망우코레일점,"서울 중랑구 망우로55길 11-10 (상봉동, 망우역)",중랑구,37.598603,127.092882
1167,1167,이디야,먹골역점,서울 중랑구 동일로157길 13 (묵동),중랑구,Nan,Nan
1168,1168,이디야,면목경남아너스빌점,서울 중랑구 면목로27길 92 (면목동),중랑구,35.36956300000001,128.2570135
1169,1169,이디야,면목늘찬병원점,"서울 중랑구 동일로 643 (면목동, 늘찬병원)",중랑구,37.587773,127.0797346
1170,1170,이디야,면목역점,"서울 중랑구 면목로 429 (면목동, 킴스아파트)",중랑구,Nan,Nan
1171,1171,이디야,봉화산역점,서울 중랑구 신내로 211 (신내동),중랑구,Nan,Nan
1172,1172,이디야,사가정아이파크점,"서울 중랑구 동일로92길 57 (면목동, 메디포레)",중랑구,Nan,Nan
1173,1173,이디야,사가정역점,서울 중랑구 면목로 325 (면목동),중랑구,Nan,Nan
1174,1174,이디야,상봉엠코점,"서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",중랑구,37.5977702,127.0898521
1175,1175,이디야,상봉역점,서울 중랑구 망우로 277 (상봉동),중랑구,Nan,Nan
1176,1176,이디야,상봉중앙점,서울 중랑구 망우로 316 (상봉동),중랑구,Nan,Nan
1177,1177,이디야,서울상봉1동점,서울 중랑구 상봉중앙로 36 (상봉동),중랑구,37.5972353,127.0859765
1178,1178,이디야,서울의료원점,"서울 중랑구 신내로 156 (신내동, 서울의료원)",중랑구,37.612781,127.0981787
1179,1179,이디야,서울중화초등학교점,"서울 중랑구 신내로7가길 7 (신내동, 제이리옴)",중랑구,37.60333790000001,127.0944849
1180,1180,이디야,서일중앙점,"서울 중랑구 용마산로 394 (면목동, 해동검도)",중랑구,Nan,Nan
1181,1181,이디야,신내동점,서울 중랑구 봉화산로 215 (신내동),중랑구,37.6126006,127.1008186
1182,1182,이디야,양원역점,서울 중랑구 양원역로14가길 24 (망우동),중랑구,Nan,Nan
1183,1183,이디야,우림시장점,서울 중랑구 봉우재로 240 (망우동),중랑구,Nan,Nan
1184,1184,이디야,중랑교차로점,서울 중랑구 동일로 683 (면목동),중랑구,37.5913937,127.0798713
1185,1185,이디야,중랑묵동점,"서울 중랑구 동일로 932 (묵동, 묵동자이아파트)",중랑구,37.612732,127.0797858
1186,1186,이디야,중랑역점,서울 중랑구 망우로 198 (상봉동),중랑구,37.5978139,127.0928927
1187,1187,이디야,중화동점,서울 중랑구 동일로129길 1 (중화동),중랑구,37.6005095,127.0781428
1188,1188,이디야,중화역점,"서울 중랑구 동일로 815, 1층",중랑구,Nan,Nan
